Estacao;Data;Hora;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvapoBHPotencial;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
82789;31/01/1999;0000;1.84086;5;;220.1;3.860215;4;94.7;899.866667;29.119355;23.764516;19.016129;61.072581;;
82789;28/02/1999;0000;1.945238;5;;206.1;5.642857;11;121.2;900.904762;27.564286;22.496429;18.428571;70.758929;;
82789;31/03/1999;0000;2.044086;5;;229.1;5.55914;13;132.4;900.892473;27.512903;22.552258;18.722581;70.637097;;
82789;30/04/1999;0000;2.507778;5.8;;252.1;4.277778;6;58.8;900.34;27.39;22.507333;18.34;66.366667;;
82789;31/05/1999;0000;2.889011;6.6;;228.7;4.698925;9;107.8;901.96129;26.225806;21.146452;17.841935;75.024194;;
82789;30/06/1999;0000;2.89;5.8;;234.5;3.9;7;12.4;901.691111;26.023333;20.51;16.833333;69.891667;;
82789;31/07/1999;0000;3.605376;6.6;;218.7;3.634409;4;90.8;903.258065;24.409677;18.884516;15.287097;73.056452;;
82789;31/08/1999;0000;3.749451;6.6;;249.7;4.473118;2;14.8;903.077419;25.474194;19.510968;15.36129;67.443548;;
82789;30/09/1999;0000;3.282022;5;;285.1;2.822222;5;18.2;901.231111;28.03;21.564;16.466667;59.308333;;
82789;31/10/1999;0000;2.934066;6.6;;255.3;3.83871;7;45;900.915054;28.590323;22.305161;17.26129;61.16129;;
82789;30/11/1999;0000;2.318889;5;;242.2;3.888889;6;65.8;900.762222;28.933333;23.282;18.5;61.708333;;
82789;31/12/1999;0000;2.558065;6.6;;236.2;5.817204;13;198.9;899.277419;28.351613;22.899355;18.483871;67.814516;;
82789;31/01/2000;0000;2.676344;5;;231.1;3.655914;6;152.6;899.465591;27.341935;22.297419;18.770968;66.419355;;
82789;29/02/2000;0000;2.089655;5;;197.6;5.551724;18;183.8;900.703448;27.310345;22.135172;18.724138;71.655172;;
82789;31/03/2000;0000;2.119355;5;;219;4.956989;18;138.7;899.78172;26.583871;21.744516;18.73871;79.959677;;
82789;30/04/2000;0000;2.598889;5;;206.5;5.933333;20;341.1;900.667778;25.87;21.219333;18.446667;84.908333;;
82789;31/05/2000;0000;2.880645;6.6;;216.9;5.215054;13;90.9;901.674194;25.366667;20.597419;17.519355;79.653226;;
82789;30/06/2000;0000;3.287778;6.6;;168.4;6.177778;14;179.2;902.698889;24.336667;19.509333;16.906667;85.933333;;
82789;31/07/2000;0000;3.506452;6.6;;171.3;6.612903;13;173.6;902.36129;24.093548;18.958065;16.141935;;;
82789;31/08/2000;0000;;;;238.2;;7;126.6;;25.267742;;15.822581;;;
