Latitude,Longitude,DirectNormal,DifuseRadiation,FotoActive,GlobalHorizonta,PlanoInclinado,InsolacaoTotal,PreciptacaoTotal,TempMaxMedia,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,Altitude,Umidade,TempMinimaMedia,PressaoMedia
-9.1005,-40.149,5474,2073,5734,5723,2414,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.1005,-40.049,5412,2088,5712,5702,2403,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.1005,-39.949,5336,2107,5679,5668,2384,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.1005,-38.349,5351,2106,5709,5707,2419,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.1005,-38.249,5254,2124,5640,5640,2383,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.1005,-38.149,5286,2100,5635,5637,2382,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.1005,-38.049,4939,2164,5486,5495,2324,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.1005,-37.949,5070,2144,5533,5542,2340,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.1005,-37.349,5045,2160,5524,5532,2346,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.1005,-37.249,5009,2163,5499,5506,2336,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.1005,-37.149,4962,2166,5466,5473,2322,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-37.049,4907,2152,5425,5435,2312,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.949,4882,2160,5413,5420,2304,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.849,4831,2167,5387,5395,2290,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.749,4769,2182,5369,5379,2274,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.649,4749,2185,5389,5398,2291,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.549,4443,2218,5247,5258,2246,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.449,4465,2207,5267,5277,2265,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.349,4395,2222,5235,5244,2257,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.249,4210,2247,5152,5160,2225,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.1005,-36.149,4201,2245,5127,5133,2218,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-40.849,5630,2049,5791,5771,2428,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.749,5577,2061,5769,5752,2421,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.649,5537,2066,5744,5729,2411,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.549,5482,2067,5725,5710,2407,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.449,5438,2074,5704,5689,2397,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.349,5466,2069,5719,5705,2404,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.249,5419,2086,5708,5695,2401,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.149,5363,2099,5682,5669,2391,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-40.049,5319,2101,5667,5657,2387,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-39.949,5323,2099,5675,5664,2387,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-39.849,5226,2129,5637,5627,2363,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237623,970.8785758480392
-9.0005,-38.649,5228,2138,5639,5643,2377,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.0005,-38.549,5473,2092,5759,5759,2430,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.0005,-38.449,5602,2061,5812,5807,2457,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.0005,-38.349,5558,2067,5779,5775,2444,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.0005,-38.249,5283,2128,5637,5639,2374,245.61591397849466,43.80103626943006,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.2926065966851,22.33311053475936,973.9977232994653
-9.0005,-38.149,5334,2121,5654,5659,2376,235.93769633507856,91.671,26.788973416243653,3.512386519736842,7.188448717948718,1105.0,71.14223600000001,16.974912532994924,897.3142078865247
-9.0005,-38.049,5384,2102,5676,5680,2388,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.949,5189,2120,5574,5583,2353,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.849,5098,2130,5527,5538,2334,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.749,5137,2130,5554,5564,2344,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.649,5160,2117,5567,5578,2358,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.549,5117,2118,5541,5553,2347,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.449,5121,2120,5543,5554,2347,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.349,5174,2115,5564,5574,2357,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.249,5211,2111,5579,5587,2363,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.149,5134,2131,5542,5549,2349,237.22620320855617,56.04715025906736,29.51119107291667,3.720392776595744,7.025531157894737,680.6999999999999,76.99311193406594,18.40727882198953,938.2015217499999
-9.0005,-37.049,5137,2143,5559,5564,2355,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.949,4993,2176,5491,5496,2327,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.849,4905,2171,5431,5439,2297,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.749,4817,2182,5406,5417,2288,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.649,4628,2208,5337,5349,2266,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.549,4494,2219,5291,5304,2256,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.449,4406,2231,5252,5263,2249,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
-9.0005,-36.349,4280,2241,5195,5206,2229,171.33023255813953,77.94729064039409,26.342124846153844,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356587,922.6833972525774
