Latitude,Longitude,DirectNormal,DifuseRadiation,FotoActive,GlobalHorizonta,PlanoInclinado,InsolacaoTotal,PreciptacaoTotal,TempMaxMedia,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,Altitude,Umidade,TempMinimaMedia,PressaoMedia,Em_SARAH,Hm_SARAH,SDm_SARAH,Em_NSRDB,Hm_NSRDB,SDm_NSRDM
-9.1005,-38.249,5254,2124,5640,5640,2383,245.6159139784946,43.801036269430064,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.292606596685104,22.33311053475936,973.9977232994652,133.0,176,4.12,142.0,187,4.9
-9.1005,-38.149,5286,2100,5635,5637,2382,237.22620320855617,56.047150259067365,29.51119107291667,3.720392776595744,7.025531157894738,680.6999999999998,76.99311193406594,18.407278821989532,938.20152175,134.0,177,4.25,143.0,189,5.03
-9.1005,-38.049,4939,2164,5486,5495,2324,237.22620320855617,56.047150259067365,29.51119107291667,3.720392776595744,7.025531157894738,680.6999999999998,76.99311193406594,18.407278821989532,938.20152175,139.0,183,3.53,136.0,180,4.25
-9.1005,-37.949,5070,2144,5533,5542,2340,237.22620320855617,56.047150259067365,29.51119107291667,3.720392776595744,7.025531157894738,680.6999999999998,76.99311193406594,18.407278821989532,938.20152175,139.0,184,3.16,138.0,182,3.27
-9.1005,-37.349000000000004,5045,2160,5524,5532,2346,237.22620320855617,56.047150259067365,29.51119107291667,3.720392776595744,7.025531157894738,680.6999999999998,76.99311193406594,18.407278821989532,938.20152175,137.0,180,4.32,146.0,192,2.96
-9.1005,-37.249,5009,2163,5499,5506,2336,237.22620320855617,56.047150259067365,29.51119107291667,3.720392776595744,7.025531157894738,680.6999999999998,76.99311193406594,18.407278821989532,938.20152175,137.0,181,4.05,138.0,182,3.13
-9.1005,-37.149,4962,2166,5466,5473,2322,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,135.0,178,4.4,137.0,181,3.08
-9.1005,-37.049,4907,2152,5425,5435,2312,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,133.0,176,4.65,133.0,176,3.9
-9.1005,-36.949,4882,2160,5413,5420,2304,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,133.0,176,4.37,130.0,172,3.43
-9.1005,-36.849000000000004,4831,2167,5387,5395,2290,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,135.0,179,4.63,134.0,176,3.71
-9.1005,-36.749,4769,2182,5369,5379,2274,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,136.0,179,4.53,132.0,175,3.82
-9.1005,-36.649,4749,2185,5389,5398,2291,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,130.0,171,5.47,137.0,180,3.65
-9.1005,-36.549,4443,2218,5247,5258,2246,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,135.0,177,4.4,133.0,176,3.43
-9.1005,-36.449,4465,2207,5267,5277,2265,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,132.0,174,4.45,135.0,178,4.16
-9.1005,-36.349000000000004,4395,2222,5235,5244,2257,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,129.0,170,4.73,132.0,175,3.77
-9.1005,-36.249,4210,2247,5152,5160,2225,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,129.0,171,3.77,131.0,173,4.03
-9.1005,-36.149,4201,2245,5127,5133,2218,171.33023255813953,77.9472906403941,26.342124846153848,3.140444733695652,6.833626594594595,822.76,82.64906878448275,17.837738426356584,922.6833972525774,129.0,170,3.57,126.0,167,3.71
-9.0005,-40.849000000000004,5630,2049,5791,5771,2428,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,137.0,181,4.62,138.0,182,3.83
-9.0005,-40.749,5577,2061,5769,5752,2421,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,136.0,180,4.92,138.0,182,3.57
-9.0005,-40.649,5537,2066,5744,5729,2411,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,136.0,179,4.85,138.0,182,3.38
-9.0005,-40.549,5482,2067,5725,5710,2407,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,135.0,179,4.88,139.0,183,2.91
-9.0005,-40.449,5438,2074,5704,5689,2397,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,136.0,179,4.96,138.0,182,3.37
-9.0005,-40.349000000000004,5466,2069,5719,5705,2404,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,138.0,182,4.5,138.0,181,3.32
-9.0005,-40.249,5419,2086,5708,5695,2401,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,138.0,182,4.38,137.0,181,3.37
-9.0005,-40.149,5363,2099,5682,5669,2391,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,137.0,181,4.74,138.0,182,3.51
-9.0005,-40.049,5319,2101,5667,5657,2387,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,135.0,178,4.94,138.0,182,2.96
-9.0005,-39.949,5323,2099,5675,5664,2387,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,135.0,178,3.66,138.0,182,3.18
-9.0005,-39.849000000000004,5226,2129,5637,5627,2363,256.41674876847287,36.44019607843137,32.47501065196079,3.052582446078431,5.358278431372549,370.46,55.46139656020943,22.395253376237626,970.8785758480392,134.0,177,3.67,138.0,182,3.42
-9.0005,-38.649,5228,2138,5639,5643,2377,245.6159139784946,43.801036269430064,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.292606596685104,22.33311053475936,973.9977232994652,139.0,183,3.07,143.0,188,3.98
-9.0005,-38.549,5473,2092,5759,5759,2430,245.6159139784946,43.801036269430064,32.69350291351351,4.100098299465241,7.922179893048128,341.46,57.292606596685104,22.33311053475936,973.9977232994652,143.0,189,3.03,148.0,194,4.12
